528af3aa098e718059000788,别克(上海通用) 世纪 3.0L 07/99 -> 12/02,W 712/22,,52a89b2b098e71b2e5000235,上海通用别克 新世纪  3.0L 1999.4-2012.12
528af3aa098e718059000799,别克(上海通用) 昂科拉 1.4T 10/12 -> ,HU 612/2 x
52945541098e7144f9000529,别克(上海通用) 昂科拉 1.4T 10/12->
528af3aa098e7180590007a8,别克(上海通用) 凯越 1.6L 05/08 -> ,W 712/22,,52a89b2a098e71b2e5000231,上海通用别克 凯越 新 1.6L 2008-,W 712/22
528af3aa098e7180590007b4,别克(上海通用) 凯越 1.8L 05/08 -> ,W 712/22,,52a89b2b098e71b2e5000232,上海通用别克 凯越 新 1.8L 2008-,W 712/22
52945541098e7144f9000537,别克(上海通用) 凯越 1.6L 08/03->05/08,,,52a89b28098e71b2e500022a,上海通用别克 凯越  1.6L 2003.4-,W 712/22
52945542098e7144f9000541,别克(上海通用) 凯越 1.8L 08/03->05/08,,,52a89b29098e71b2e500022d,上海通用别克 凯越  1.8L 2003.8-,W 712/22
528af3aa098e7180590007bf,别克(上海通用) 凯越 1.6L 10/04 -> ,W 712/22
528af3aa098e7180590007ce,别克(上海通用) 英朗 1.6L 06/10 -> ,HU 612/2 x,,52a89b34098e71b2e5000261,上海通用别克 英朗GT  1.6L 2010.06-,HU 612/2 x
528af3aa098e7180590007da,别克(上海通用) 英朗 1.6T 06/10 -> ,HU 612/2 x
528af3aa098e7180590007e6,别克(上海通用) 英朗 1.8L 06/10 -> ,HU 612/2 x
528af3aa098e7180590007f3,别克(上海通用) 英朗 1.6L 01/10 -> ,HU 612/2 x,,52a89b33098e71b2e500025d,上海通用别克 英朗XT  1.6L 2010.01-,HU 612/2 x
528af3ab098e7180590007fd,别克(上海通用) 英朗 1.6T 01/10 -> ,HU 612/2 x
528af3ab098e718059000807,别克(上海通用) 英朗 1.8L 01/10 -> ,HU 612/2 x,,52a89b33098e71b2e500025f,上海通用别克 英朗XT  1.8L 2010.01-,HU 612/2 x
528af3ab098e718059000814,别克(上海通用) GL8 3.0L 05/00 -> 07/05,W 712/22,,52a89b27098e71b2e5000221,上海通用别克 GL8  3.0 2000.8-2005,W 712/22
528af3ab098e71805900081f,别克(上海通用) GL8 2.5L 11/05 -> 11/10,W 712/22,,52a89b27098e71b2e500021e,上海通用别克 GL8  2.5 2000.1-2005,W 712/22
528af3ab098e718059000827,别克(上海通用) GL8 3.0L 07/05 -> ,W 712/22,,52a89b28098e71b2e5000228,上海通用别克 GL8 11款 3.0 2011-
528af3ab098e718059000830,别克(上海通用) GL8 2.4L 11/10 -> ,HU 6007 x,,52a89b28098e71b2e5000227,上海通用别克 GL8 11款 2.4 2011-,HU69/2X
528af3ab098e71805900083c,别克(上海通用) GL8 3.0L 11/10 -> 
528af3ab098e718059000845,别克(上海通用) 君越 2.4L 03/06 -> 07/09,HU 6007 x,,52a89b30098e71b2e500024c,上海通用别克 君越  2.4L 2006.12-2009,HU69/2X
528af3ab098e71805900084d,别克(上海通用) 君越 3.0L 03/06 -> 07/09,W 712/22,,52a89b30098e71b2e500024d,上海通用别克 君越  3.0L 2006.6-2007,W 712/22
528af3ab098e718059000858,别克(上海通用) 君越 2.0T 04/10 -> ,HU 6007 x
528af3ab098e718059000864,别克(上海通用) 君越 2.4 Hybrid 07/08 -> 07/09,HU 6007 x
528af3ac098e71805900086a,别克(上海通用) 君越 2.4L 07/09 -> ,HU 6007 x,,52a89b30098e71b2e500024e,上海通用别克 君越 09款新 2.4L 2009-,HU69/2X
528af3ac098e718059000874,别克(上海通用) 君越 3.0L 07/09 -> ,,,52a89b31098e71b2e500024f,上海通用别克 君越 09款新 3.0L 2009-
528af3ac098e71805900087f,别克(上海通用) 君越 2.0T 01/11 -> ,HU 6007 x,,52a89b31098e71b2e5000250,上海通用别克 君越 10款新 2.0T 2010.04-,HU69/2X
528af3ac098e718059000889,别克(上海通用) 君越 2.4 Hybrid 08/11 -> ,HU 6007 x
528af3ac098e718059000893,别克(上海通用) 君越 2.4L 01/11 -> ,HU 6007 x,,52a89b31098e71b2e5000251,上海通用别克 君越 10款新 2.4L 2010.03-,HU69/2X
52945544098e7144f90005b3,别克(上海通用) 君越 2.4 Hybrid 08/11->
528af3ac098e7180590008a0,别克(上海通用) 君威 2.0L 02/03 -> 12/08,W 712/22,,52a89b2b098e71b2e5000237,上海通用别克 君威  2.0L 2002.12-2006.5,W 712/22
528af3ac098e7180590008a8,别克(上海通用) 君威 2.5L 12/02 -> 12/08,W 712/22,,52a89b2c098e71b2e500023a,上海通用别克 君威  2.5L 2002.12-2008,W 712/22
528af3ac098e7180590008b0,别克(上海通用) 君威 3.0L 10/02 -> 05/06,W 712/22,,52a89b2c098e71b2e500023b,上海通用别克 君威  3.0L 2002.12-2008,W 712/22
528af3ac098e7180590008bb,别克(上海通用) 君威 1.6T 09/09 -> ,HU 612/2 x,,52a89b2d098e71b2e5000240,上海通用别克 新君威 09款 1.6T 2009.12-,HU 612/2 x
528af3ac098e7180590008c5,别克(上海通用) 君威 2.0L 12/08 -> ,HU 6007 x,,52a89b2c098e71b2e500023d,上海通用别克 新君威 08款 2.0L 2008.12-,HU69/2X
528af3ac098e7180590008cf,别克(上海通用) 君威 2.0T 06/09 -> ,HU 6007 x,,52a89b2e098e71b2e5000243,上海通用别克 新君威 09款 2.0T 2009.12-,HU69/2X
528af3ac098e7180590008d9,别克(上海通用) 君威 2.4L 01/11 -> ,HU 6007 x,,52a89b2e098e71b2e5000244,上海通用别克 新君威 09款 2.4L 2009-,HU69/2X
52945545098e7144f90005e0,别克(上海通用) 君威 2.4L 12/08->01/11,,,52a89b2d098e71b2e500023f,上海通用别克 新君威 08款 2.4L 2008.12-,HU69/2X
528af3ad098e7180590008e6,别克(上海通用) 赛欧 1.6L 06/01 -> 02/05,W 712/22,,52a89b26098e71b2e5000217,上海通用别克 赛欧  1.6L 2001.11-2004.12,W 712/22

,,,,52a89b26098e71b2e500021c,上海通用别克 赛欧 SRV 1.6L 2001.11-2004.12,W 712/22
,,,,52a89b27098e71b2e5000222,上海通用别克 GL8 陆尊 2.5 2005-2008,W 712/22
,,,,52a89b27098e71b2e5000223,上海通用别克 GL8 陆尊 3.0 2005-2008,W 712/22
,,,,52a89b28098e71b2e5000225,上海通用别克 GL8 陆尊 2.5 2008-2011
,,,,52a89b28098e71b2e5000226,上海通用别克 GL8 陆尊 3.0 2008-2011
,,,,52a89b29098e71b2e500022e,上海通用别克 凯越 HRV 1.6L 2004.10-
,,,,52a89b29098e71b2e500022f,上海通用别克 凯越 HRV 1.8L 2004.10-
,,,,52a89b2a098e71b2e5000230,上海通用别克 凯越 旅行车 1.8L 2005.11-,W 712/22
,,,,52a89b2b098e71b2e5000234,上海通用别克 新世纪  2.5L 2000.1-2002.12
,,,,52a89b2e098e71b2e5000245,上海通用别克 新君威 10款 1.6T世博版 2009.12-,HU 612/2 x
,,,,52a89b2e098e71b2e5000246,上海通用别克 新君威 10款 2.0L世博版 2009.12-,HU69/2X
,,,,52a89b2f098e71b2e5000247,上海通用别克 新君威 10款 2.0T世博版 2009.12-,HU69/2X
,,,,52a89b2f098e71b2e5000248,上海通用别克 新君威 10款 2.4L 2009.12-,HU69/2X
,,,,52a89b2f098e71b2e5000249,上海通用别克 新君威 10款 2.4L世博版 2009.12-,HU69/2X
,,,,52a89b2f098e71b2e500024a,上海通用别克 新君威 11款GS 2.0T 2011-,HU69/2X
,,,,52a89b31098e71b2e5000252,上海通用别克 君越 10款新 3.0L 2010.03-
,,,,52a89b32098e71b2e5000253,上海通用别克 君越 11款新 2.0T 2011-,HU69/2X
,,,,52a89b32098e71b2e5000254,上海通用别克 君越 11款新 2.4L 2011-,HU69/2X
,,,,52a89b32098e71b2e5000256,上海通用别克 荣御  2.8L 2005.3-2006.9
,,,,52a89b32098e71b2e5000257,上海通用别克 荣御  3.6L 2005.11-2006.9
,,,,52a89b33098e71b2e5000259,上海通用别克 林荫大道  2.8L 2007.4-2009.6
,,,,52a89b33098e71b2e500025a,上海通用别克 林荫大道  3.6L 2007.6-2009
,,,,52a89b33098e71b2e500025b,上海通用别克 林荫大道 10款 3.0L 2010-
,,,,52a89b33098e71b2e500025e,上海通用别克 英朗XT  1.6 2010.01-,HU 612/2 x
,,,,52a89b34098e71b2e5000262,上海通用别克 英朗GT  1.6 2010.05/2011.05,HU 612/2 x
,,,,52a89b34098e71b2e5000263,上海通用别克 英朗GT  1.8L 2010.06-,HU 612/2 x
